topic,document,Topic_words
3,"House of Quirk Plastic DIY Shelf Bookcase Media Storage Standing Cabinet without Doors, Black Color Name:Black   Fun, Magical And Full Of Possibilities, The 6-Cube Organizer Is More Than Just A Piece Of Furniture, It is Also A Game For Family Bonding. Together With Your Kids, You Can Build A Closet, A Room Divider, Even A Mini Fort!","['furniture', 'sheesham wood', 'table chair']"
13,"Creative Confidence: Unleashing the Creative Potential Within Us All Review “CREATIVE CONFIDENCE is a myth-busting, muscle-building gem of a book. It shatters the false belief that only some people are creative. Then it provides a smart, practical action plan for boosting your innovative capacities. If you want to be more creative, read the Kelley brothers' words, follow their advice, and then—as they'd tell you—do something!"" Daniel H. Pink, author of Drive, A Whole New Mind, and To Sell is Human   “David Kelley has unleashed the power of design thinking for thousands of Stanford students and hundreds of influential Silicon Valley entrepreneurs. In CREATIVE CONFIDENCE, he and his brother, Tom, share their secrets about how each of us can find our creative powers. They describe a way of thinking that will change your professional and personal life. Charlie Rose, acclaimed interviewer and broadcast journalist   “This book changed me. CREATIVE CONFIDENCE is that rare combination of thought leadership, soulful storytelling, and real-life exercises that inspires you to reclaim your creative passion and courage. I feel braver already. “ Brené Brown, Ph.D., author of the #1 New York Times Bestseller, Daring Greatly “This is the only book about creativity that you'll ever need.”  Guy Kawasaki, author of APE: Author, Publisher, Entrepreneur   “A five-star Wow! This wonderful, heartwarming book may literally change the world. Indeed, it must change the world. Don’t just read it. Use it. Now.”  Tom Peters, bestselling author of In Search of Excellence  “An indispensible field guide for creative explorers of all kinds. This compelling book will help build creative muscles for when you need them most.” Todd Spaletto, President, The North Face  “Creativity is not magic, it's a skill.  Get this book and learn the skill from the brothers who have taught it to more people—f rom nurses to bankers to teachers to computer scientists—than anyone else.” Chip Heath, author of Made to Stick, Switch, and Decisive   “A cross between Steve Jobs' commencement speech on creativity and a modern-day What Color is your Parachute?, the Kelley brothers offer simple but effective tools for the ""I'm not creative"" set—business leaders and professionals seeking the confidence to innovate.” John Maeda, President & CEO, Rhode Island School of Design   “In hospitality – like in all industries – creativity is the life blood of engaging employees and guests (customers) and it is the capacity that allows you to strengthen your brand with every interaction.  This book can help you engage powerfully with employees and customers and keep your brand relevant through changing times.” Mark Hoplamazian, President and CEO, Hyatt Hotels Corporation   “I have long marveled at the Kelley brothers’ ability to innovate in seemingly impenetrable fields (like health care). Now they’ve unfettered that power in all of us, sharing the tools and inspiring the confidence we need to find the very best solutions to complex problems we face at work—and in our personal lives.”   Gary L. Gottlieb, M.D., President and CEO, Partners HealthCare System   “David and Tom have written an incredibly insightful book that challenges us all have the courage to break out of our ruts, innovate, and create.” Tim Koogle, former President & CEO, Yahoo    “Developing both the courage and confidence to create and the ability to cultivate original insight is of enormous practical importance, and this new book is the first place I send people to learn how it is done.” Richard Miller, President, Olin College   “David and Tom Kelley show us how to effortlessly dance between the creativity of elementary school and the pragmatism of the business world.” Joe Gebbia, Co-founder, Airbnb 				    	 					 About the Author TOM KELLEY is a partner at IDEO, and the author of the bestselling The Art of Innovation and The Ten Faces of Innovation.DAVID KELLEY is the founder of IDEO, one of the world's leading innovation and design firms, as well as the creator of the d.school at Stanford University. 				    	 					              See all Product description","['dale carnegie', 'creative confidence', 'carnegie']"
4,"WeCool U8i Wireless Bluetooth Headphones V4.1, for Immerse Music and Hands Free Calling, Compatible with Android Smartphones, Windows Phones and iPhones","['bluetooth', 'wireless bluetooth', 'mp3 player']"
-1,"Democracy on the Road: A 25 Year Journey through India About the Author For many years Ruchir Sharma's writing has drawn on his travels as a global investor, which take him to a different emerging nation every month. Now a contributing writer at the New York Times, his columnsand essays have appeared in Foreign Affairs, the Wall Street Journal, the Financial Times, The Times of India, and many other publications, both global and Indian. His earlier books, The Rise and Fall of Nations(2016) and Breakout Nations (2012), both became international bestsellers. In Democracy on the Road, Ruchir brings readers along on his travels through India, where he follows at least one big election every year.","['bag', 'bean bag', 'cotton']"
-1,"Action Shoes Men's Formal Shoes What one needs is a partner that's always on the move, that tracks your every move, just right and smartly too. And that's exactly the inspiration behind our trendy footwear collection ranging from performance sport shoes to semi-formal and formal footwear for men, women, teenagers and kids. Ultimate in design, comfort, and fit. Action shoes not only look good but also are good for your feet. Each Action product is the manifestation of our high standards of workmanship, access to latest technology. That's how Action is synonymous with maximum quality and performance.... and of course that essential look. So get into Action. And feel free to walk on the rough roads of life. Surely you'll be the winner.","['bag', 'bean bag', 'cotton']"
13,"From Bacteria to Bach and Back Review Intelligence, insight and flair ... They don't come much bigger than Daniel Dennett (Julian Baggini Guardian)Lucid ... A brave and bracing book ... There should be more like it (The Times)Required reading for anyone remotely curious about how they came to be remotely curious (Observer)A lively and cogent account of how human beings, uniquely among species, have evolved to possess a conscious mind ... An excellent exploration of the concept of cultural evolution, and the origins and consequences of human creativity (Sunday Times)Beguiling and enthralling (Spectator) 				    	 					 About the Author Daniel C. Dennett is the University Professor and Austin B. Fletcher Professor of Philosophy at Tufts University. He is the author of numerous books including Intuition Pumps and Other Tools for Thinking, Breaking the Spell, Darwin's Dangerous Idea, and Consciousness Explained.","['dale carnegie', 'creative confidence', 'carnegie']"
-1,"Voberry Voberry Girl's Toddler ' Soft Pantyhose Legging Tights Stocking Footed Socks Package:1 pairs socks Size Detail(1""=2.54cm) Asian Size:S length:12*50cm/4.7-19.7"" For The Age: 1-3 years old Asian Size:M length:14*57cm/5.5-22.4"" For The Age: 3-5 years old Asian Size:L length:16*65cm/6.3-25.6"" For The Age: 5-8years old Asian Size:XL length:18*75cm/7.1-29.5"" For The Age: 9-12years old 1.To Make sure you get the right size,please refer to our size chart before buying,if you are not sure about size,pls email us your exact body measurement ,so we can give you some suggestion on how to choose the right size,thanks for your understanding 2.Mansual measurement may exsit 1~3cm difference","['bag', 'bean bag', 'cotton']"
14,"Comtrend G.hn 1200 Mbps Powerline Wireless Ethernet Bridge Adapter AC1200 PG-9172AC (Requires Another G.hn Device to Work) BRAND : Comtrend, Comtrend G.hn 1200 Mbps Powerline Wireless Ethernet Bridge Adapter AC1200 PG-9172AC (Requires Another G.hn Device to Work)","['wireless adapter', 'link wireless', 'network adapter']"
3,"Casa Decor Pack of 6 Glass Crackle Silver Decorative Door Knobs- Pulls for Cabinet/Girls Dresser/Kids Cupboard/Kitchen Drawer Handles with Hardware Attached Our unique knobs collection can be used for updating the furniture or refurbishing a kitchen cabinet. This knobs are mostly hand painted. We offer pantone color variations, prints & transfers and bespoke paint patterns. We have showcased a small selection of the knobs that have been done in the past. These ceramic are knobs are glazed & baked to specific temperatures to experience truer colors. They are produced in various shapes & sizing with vibrant color patterns.So, buy knobs online today and give a perfect look to your furniture.","['furniture', 'sheesham wood', 'table chair']"
-1,Marusthali Gold & Silver Plated Brass Bowl Set Of 5 Pcs With Box Packing,"['bag', 'bean bag', 'cotton']"
-1,"Happy Socks Men's Liners Socks Say goodbye to boring socks! Each colourful pair of Happy Socks is designed in Sweden and made from soft, long-lasting combed cotton.","['bag', 'bean bag', 'cotton']"
3,Urban Ladder Masai Foldable Bench (Teak) Warranty Information: The warranty does not cover damages due to usage of the product beyond its intended use and wear and tear in the natural course of product usage,"['furniture', 'sheesham wood', 'table chair']"
3,"NOVICZ Hanging Swing Chair for Balcony Jhula for Kids Adults Home Indoor Outdoor Garden FRR-XL-Whitecolor 1 Year Warranty Size:XL-Adults                                                                                 |                            Color:White Color   Novicz strong and durable home hanging swing chair. A relaxing hanging chair for your garden, balcony etc. A ""S"" clamp will be provided with the package for hanging on ceiling or tree trunk. 1 YEAR WARRANTY","['furniture', 'sheesham wood', 'table chair']"
-1,"ahhaaaa Boy's Blended Sherwani and Breeches Set ahhaaaa present this exclusive Party wear sherwani suit set. Made from Cotton Silk. In this kids boys clothing set contents with sherwani and breeches. The outstanding sherwani features Handcrafted with beautiful button detailing, brooch and a striking traditional print and It has nehru collar. These ethnics wear for boys are quite comfortable to wear and skin friendly as well. It will lend your rockstar fabulous ethnic look. The range has been carefully crafted keeping the comfort of your delicate baby Boys. So, grab this limited Ethnic set (Sherwani and Dhoti Pant Set) and make you little boy centre of attraction this festive season.","['bag', 'bean bag', 'cotton']"
-1,"Action Shoes Synergy Men's Mesh and PU Sports Shoes Run mile after mile wearing these black white coloured running shoes from the house of ACTION. Meant for men, these running shoes are durable and easy to maintain. The other specifications are: Stylish upper. Pairs well with jeans and shorts. Eva sole for high durability. Comfort footbed. Mesh upper and lining for breathability. Soft and padded inner and tongue for cushioning.","['bag', 'bean bag', 'cotton']"
-1,"Geography Through Maps ABOUT THE BOOK.........The book is a compilation of all relevant information at one place and is especially useful for General Studies and Geography Optional in the UPSC Examination and various State PCS Examinations. Highlights of the Book are - World Map, Australia and Oceania, North America, Polar Areas ,Middle America, Asia, South America, World Thematic Maps, Africa, India Political, Europe, Glossary India and Glossary World. ABOUT THE AUTHOR - K. Siddhartha is a Strategic Thinker, Educationist, Earth Scientist, Author, Mentor, Visionary and an Academician of World Repute. He has over 20 years experience in teaching Earth Sciences, Life Sciences and Behavioural traits. As an author, he has authored 42 books on Geology, Meteorology, Oceanography, Environmental Sciences, Human Geography, International Relations, History and Culture","['bag', 'bean bag', 'cotton']"
0,AELO Men's Cotton T Shirt-(Amt1021-Pn) This 2018 new style men's t shirt is designed from breathable quality 100% cotton. The trendy design with classic colors and fabric which makes the t shirt fashionable and comfortable.,"['slim fit', 'sweatshirt', 'regular fit']"
-1,"Believe in Yourself (DELUXE EDITION) About the Author Joseph Murphy was born in Ireland, the son of a private boy's school headmaster and raised a Roman Catholic. He studied for the priesthood and joined the Jesuits. In his twenties, an experience with healing prayer led him to leave the Jesuits and move to the United States, where he became a pharmacist in New York (having a degree in chemistry by that time). Here he attended the Church of the Healing Christ (part of the Church of Divine Science), where Emmet Fox had become minister in 1931.In the mid 1940s, he moved to Los Angeles, where he met Religious Science founder Ernest Holmes and was ordained into Religious Science by Holmes in 1946, thereafter teaching at the Institute of Religious Science. A meeting with Divine Science Association president Erwin Gregg led to him being preordained into Divine Science and he became the minister of the Los Angeles Divine Science Church in 1949, which he built into one of the largest New Thought congregations in the country. In the next decade, Murphy married, earned a PhD in psychology from the University of Southern California and started writing. After his first wife died in 1976, he remarried to a fellow Divine Science minister who was his longstanding secretary. He died in 1981.","['bag', 'bean bag', 'cotton']"
11,"Q-rious Women's Multi-Colored 'U' Back Camisoles (Pack of 6) Feel confident and beautiful about yourself wearing this skim fit camisole that is proffered by Q-rious. A must have in your lingerie collection, it comes with cotton lycra make for a smart fit. Grab it now as it will ensure to make you stay at utmost comfort all day long. This sporty camisole is designed to give you full coverage and avoid skin spilling around. It will stay ever soft and would certainly become your favourite possession.","['lace bra', 'lingerie set', 'lingerie']"
-1,Creature Men's Cotton Basic Calf Length Formal Socks Combo of 3(SCS-12.1) These socks are crafted from 100 percent combed cotton and hence will keep your feet comfy and cozy all through the day. Get the Ankle with these extremely discreet Ankle socks from Creature. The socks not only help you look good but also enhance the life of your shoes while keeping your feet clean and fresh.,"['bag', 'bean bag', 'cotton']"
16,"The Shining Review Obviously a masterpiece, probably the best supernatural novel in a hundred yearsAs a storyteller, he is up there in the Dickens class 				    	 					 Book Description One of the true classics of horror fiction, THE SHINING is regarded as one of Stephen King's masterpieces. 				    	 					              See all Product description","['young readers', 'diary', 'novels']"
3,"Livzing Foldable Organizer Stool Chest Storage Box with Lid – Multi-Functional Collapsible Ottoman Footrest Seat Footstool Faux Leather Storage Boxes, Bins and Baskets provide a simple and fashionable solution to today's office, home and storage needs. A better solution to keep closets, shelves, open space, and tables tidy and organized.","['furniture', 'sheesham wood', 'table chair']"
9,SCORIA® Al-Fandi Pack of 10 Roll Hookah Charcoals (Pack of 10) SCORIA The product is Sold in a Box of 10 sticks each stick containing 10 coal pieces. Each session can last upto 45 minutes or so.,"['tealights', 'tea light', 'tealight']"
0,"Menjestic Men's Cotton Formal Blazer This 1 button slim lapel super slim fit jacket is made with the perfect blend of terry and rayon. That makes it cozy and stylish at the same time. The jet black color is perfect to carry your evenings in epic style. 1. for 34 size waist size must be 28 to 30 inches and stomach size upto 30 inches at navel(max.)and height upto 5ft5inches (max.) 2. For 36 size waist size must be 30 to 32 inches and stomach size upto 32 inches at navel(max.)and height upto 5ft7inches (max.) 3. for 38 size waist size must be 32 to 33 inches and stomach size upto 35 inches at navel(max.)and height upto 5ft8inches (max.) 4. for 40 size waist size must be 34 to 35 inches and stomach size upto 37 inches at navel(max.)and height upto 5ft10inches (max.) 5. For 42size waist size must be 36 to 38 inches and stomach size upto 39 to 40 inches at navel(max.)and height upto 6ft (max.)6. for 44 size waist size must be 38 to 40 inches and stomach size upto 42 inches at navel(max.)and height upto 6ft2inches (max.) Menjestic provides you, trendy blazers and waistcoat , to make you feel in all wedding and party functions -giving you a men-jestic feeling every time you wore one .","['slim fit', 'sweatshirt', 'regular fit']"
11,"ISABELLA Women's Cotton Lycra Leggings(White, Red and Black, Free Size) - Pack of 3 Legging : cotton lycra (stitched) (length: 41 inches, size: freesize (suitable for small,medium,large and extra large size)(accessories shown in the image are for photography purpose. (slight colour variation is possible)).","['lace bra', 'lingerie set', 'lingerie']"
0,ADYK Cotton Navy Blue Prince Printed Hooded Sweatshirt for Boys Navy blue hooded sweatshirt,"['slim fit', 'sweatshirt', 'regular fit']"
6,"Being Different: An Indian Challenge to Western Universalism About the Author RAJIV MALHOTRA is an Indian-American researcher and public intellectual on current affairs, world religions, cross-cultural encounters and science. A scientist by training, he was previously a senior corporate executive, strategic consultant and entrepreneur in information technology and media. He is the author of Breaking India (Amaryllis, 2011), was the chief protagonist in Invading the Sacred (Rupa & Co.), and is an active writer and speaker. He is chairman of the Board of Governors of the India Studies program at the University of Massachusetts, Dartmouth.","['dharma', 'mahabharata', 'hindu']"
-1,"Think and Grow Rich (DELUXE EDITION) About the Author American born Napoleon Hill is considered to have influenced more people into success than any other person in history. He has been perhaps the most influential man in the area of personal success technique development, primarily through his classic book 'Think and Grow Rich' which has helped million of the people and has been important in the life of many successful people.","['bag', 'bean bag', 'cotton']"
4,"PUREVIEW Bluetooth WS-858 Wireless Connection Microphone Mic for Tablet PC Phone(multicolored and 1 pis) Premium Quality Wireless Bluetooth WS-858 Microphone MIC Recording Condenser Handheld Microphone Stand with Speaker for Cellphone Best for Holiday Festival Journey Wireless o Supply power: hold button to start the product. o Wireless connection: enable the Wireless of mobile phone, click to connect, successful connection if prompt tone is produced. o Adjust sound: adjust the sound volume of mike and the reverberation to suitable level. o Start karaoke. Recording with mobile phone o Connect the recording wire: insert the MICRO plug of the recording wire into the MICRO interface of treasure, and the 3.5mm interface info the earphone jack of the mobile phone. o Open the software in the mobile phone, such as: USING, kudos music or other recording APPs, select your favorable song, record the song according to the above mentioned singing method. o Test and save the song: according to the instructions of software. Specification : 1. Output Power: 5W. 2. Frequency Range: 100Hz~10 KHz. 3.Max Sound Pressure Level: >115db 1 KHz TDH <1%. 4. Reverberation Mode: Sound effect reverberation. 4. Charging Power: DC 5V. 5. Color: Multi Color's. 6. Size: 20 x 7 x 7cm. Package included : 1 x Microphone. 1 x Charging Cable.","['bluetooth', 'wireless bluetooth', 'mp3 player']"
-1,"DeckUp Bei 3-Door Shoe Rack with Wooden Legs (Dark Wenge, Matte Finish) Color:Brown   Product Dimensions: Length (44.9 Inches), Width (13.2 Inches), Height (26.6 Inches).Primary Material: Engineered Wood With Melamine Laminate And Wooden Legs.Color: Dark Wenge, Finish: Matte Finish, Style: Contemporary.Assembly Required: The Product Requires Basic Assembly And Comes With Diy (Do-It-Yourself) Assembly Instructions","['bag', 'bean bag', 'cotton']"
-1,"Posterhouzz Comics Superhero Thor Joker Black Panther Ultron Daredevil Deadpool Flash STA. Fine Art Paper Print Poster_** ABO397 Creative, digitally printed paper posters for your home or office. Funny, inspiring and lovable designs to choose from. This Poster Is for framing. Spruce up your home with a fantastic of Wall Art from Posterhouzz.","['bag', 'bean bag', 'cotton']"
-1,"21 Lessons for the 21st Century Review “The human mind wants to worry. This is not necessarily a bad thing—after all, if a bear is stalking you, worrying about it may well save your life. Although most of us don’t need to lose too much sleep over bears these days, modern life does present plenty of other reasons for concern: terrorism, climate change, the rise of A.I., encroachments on our privacy, even the apparent decline of international cooperation. In his fascinating new book, 21 Lessons for the 21st Century, the historian Yuval Noah Harari creates a useful framework for confronting these fears. While his previous best sellers, Sapiens and Homo Deus, covered the past and future respectively, his new book is all about the present. The trick for putting an end to our anxieties, he suggests, is not to stop worrying. It’s to know which things to worry about, and how much to worry about them. . . . Harari is such a stimulating writer that even when I disagreed, I wanted to keep reading and thinking. . . . [Harari] has teed up a crucial global conversation about how to take on the problems of the twenty-first century.”—Bill Gates, The New York Times Book Review“If there were such a thing as a required instruction manual for politicians and thought leaders, Israeli historian Yuval Noah Harari’s 21 Lessons for the 21st Century would deserve serious consideration. In this collection of provocative essays, Harari, author of the critically praised Sapiens and Homo Deus, tackles a daunting array of issues, endeavoring to answer a persistent question: ‘What is happening in the world today, and what is the deep meaning of these events?’ . . . Harari makes a passionate argument for reshaping our educational systems and replacing our current emphasis on quickly outdated substantive knowledge with the ‘four Cs’—critical thinking, communication, collaboration and creativity. . . . Thoughtful readers will find 21 Lessons for the 21st Century to be a mind-expanding experience.”—BookPage (top pick) “A sobering and tough-minded perspective on bewildering new vistas.”—Booklist (starred review)  “Magnificently combining historical, scientific, political, and philosophical perspectives, Harari . . . explores twenty-one of what he considers to be today’s ‘greatest challenges.’ Despite the title’s reference to ‘lessons,’ his tone is not prescriptive but exploratory, seeking to provoke debate without offering definitive solutions. . . . Within this broad construct, Harari discusses many pressing issues, including problems associated with liberal democracy, nationalism, immigration, and religion. This well-informed and searching book is one to be savored and widely discussed.”—Publishers Weekly (starred review) “A highly instructive exploration of ‘current affairs and . . . the immediate future of human societies.’ Having produced an international bestseller about human origins and avoided the sophomore jinx writing about our destiny, Harari proves that he has not lost his touch, casting a brilliantly insightful eye on today’s myriad crises, from Trump to terrorism, Brexit to big data. . . . [In] twenty-one painfully astute essays, he delivers his take on where our increasingly ‘post-truth’ world is headed. Human ingenuity, which enables us to control the outside world, may soon re-engineer our insides, extend life, and guide our thoughts. Science-fiction movies get the future wrong, if only because they have happy endings. Most readers will find Harari’s narrative deliciously reasonable, including his explanation of the stories (not actually true but rational) of those who elect dictators, populists, and nationalists. His remedies for wildly disruptive technology (biotech, infotech) and its consequences (climate change, mass unemployment) ring true, provided nations act with more good sense than they have shown throughout history. Harari delivers yet another tour de force.”—Kirkus Reviews (starred review)  About the Author Born in Haifa, Israel, in 1976, YUVAL NOAH HARARI received his PhD from the University of Oxford in 2002, and is currently a lecturer at the Department of History, the Hebrew University of Jerusalem. Published in 2014, Sapiens: A Brief History of Humankind has become an international hit and is published in nearly 40 languages worldwide. It was listed on the Sunday Times bestseller list for over six months in paperback, and was a New York Times top 10 bestseller. In 2016, Harari published Homo Deus: A Brief History of Tomorrow, which was also a widely hailed international bestseller. He lectures around the world on the topics explored in his books and articles, and has written for newspapers such as the Guardian, Financial Times, The Times and the Wall Street Journal. He also offers his knowledge and time to various organizations and audiences on a voluntary basis. 				    	 					              See all Product description","['bag', 'bean bag', 'cotton']"
4,"Redgear Dagger Professional Gaming Headphones with RGB LED Effect, Volume Controller and Retractable Microphone High-quality sound production unit offers high, medium and low audio experience. Skin type protein earmuff. Lightweight design. LED dazzle light. High sensitivity microphone delivers more accurate, clear and smooth voice. Volume control button. Microphone on-off button. 3.5MM green jack is for headset, red jack is for microphone. USB interface for power supply for the LED lights.","['bluetooth', 'wireless bluetooth', 'mp3 player']"
-1,"Organic Shastra Rasam Masala 150g An aromatic blend of spices that is used to make different varieties of rasam in South India. The main ingredients of rasam powder are toor dal, chana dal, pepper, coriander seeds, cumin seeds, red chillies and hing. All the spices are dry roasted and then powdered. .Rasam powder can also be added to curries, vegetable dishes and soups for that typical south Indian flavour","['bag', 'bean bag', 'cotton']"
-1,"Case Plus Dash Charger Adapter & Type C Cable for One Plus 6T (100% Dash Charging Supported) (Adapter & Cable) Colour:Adapter & Cable   Case Plus Dash Charger  We’ve custom engineered our Case Plus Dash Power Adapter to be surprisingly clever. Integrated circuits are built into the adapter itself, so heat is dissipated before it ever reaches your OnePlus 6T, OnePlus 6, OnePlus 5T, OnePlus 5, OnePlus 3T or OnePlus 3. This means faster, safer, and cooler charging that never slows down. We subject each Dash Power Adapter to the most intense safety and durability tests, while several layers of protection and built-in safeguards prevent overheating and overcharging. Portable, light, and blazingly fast, the Dash Power Adapter is always there when you need it, but never for too long.     Case Plus Cable You Love, Improved.  At first glance, the Case Plus Dash Type-C Cable might not look all that different from the OnePlus charging cables you’ve come to know and love. It’s still instantly recognizable and tangle-free thanks to our trademark Round, rollable design - all in quintessential Case Plus red and white. But, the similarities end there. Underneath the premium silicone coating, broad internal cabling made of copper and nickel ensures that power reaches your OnePlus 6T, OnePlus 6, OnePlus 5T, OnePlus 5, OnePlus 3T or OnePlus 3 faster and cooler than ever before.","['bag', 'bean bag', 'cotton']"
0,"GARUN Blue Velvet Solid Single Breasted Mens Blazer This Blazer is made with a Premium Velvet fabric for Extra Softness and Durability, which gives you a standard look and very different feel. It’s a slim fit Blazer which would perfectly fit onto your body. It can be worn to formal and informal occasions alike. Enhance your look by wearing this trendy Blazer. About the Brand Garun is an International Brand and largest supplier of Men's party wear. We make Premium Quality Clothes Wear at affordable prices to fulfil your everyday clothing needs. The Vision of the Brand Quality, Value & premium superior shopping experience with Garun.","['slim fit', 'sweatshirt', 'regular fit']"
7,"Littly Front Open Kids Thermal Top & Pyjama Set for Baby Boys & Baby Girls, Pack of 3 (Dark Colors) Stock up your little ones wardrobe with Littly Baby Thermal Set to give your kid an extra warm layer this winter. This set of Littly full sleeve thermal vest and legging are made from soft fabric which will keep your little one warm and cozy. The high quality fabric provides extra comfort and the front open thermal vest ensures fuss free dressing. Littly Baby Thermal Set comes in multiple colors and multiple sizes. Note: Actual product may slightly vary in terms of color /design and will be shipped based on availability.","['baby thermal', 'thermal vest', 'clothes']"
4,"RapGear Best Performance Portable Mini Shuffle MP3 Music Player Metal Body Rechargeable iPod with Deep Bass Earphone and SD Card Support For Gym, Running, Cycling Compatible With Redmi 6, iPhone and Other Smartphones Mp3 Music Player These Mini MP3 Players are very easy to use. All you need to do is plug it in to your computer through the provide USB cable wait for the MP3 to load and drag and drop the music files you want into the MP3 Folder. This Stylish, ultra-light, mini MP3 player can hold a massive 200+ songs through Sd card. It is easy handling and carrying, you can enjoy your favorite music whenever and wherever you are. MP3 Shuffle is an extremely simple audio player that will allow you to listen to all your favorite songs on the go. Features:- Compact mini MP3 music player with 16gb Micro SD card slot Built-in rechargeable lithium-ion battery The perfect companion for workouts, daily jogs, and morning commutes Package Content 1x Mp3 Player 1x Earphone 1x Charging Cable 1x Manual Book.","['bluetooth', 'wireless bluetooth', 'mp3 player']"
2,"Psycho Cracker for Railway ALP Test ""This is the first book of Aptitude Test for RRB ALP which is written in the light of psychological principles. These principles have been explained in a very simple way, by which the students can improve their performance easily.  From the days of preparation to the day of actual testing, the necessary guidelines have been given for the practice, following which the candidates can ensure their success.  The book also discusses small things which have a profound effect on the Aptitude Test such as diet, breathing, sitting posture etc.  Essential tips and tricks to increase speed and accuracy related to each test are given under important suggestions.  In accordance with the pattern of the questions asked in the aptitude test, practice sets have been given after each topic ""","['designed exam', 'professionals arihant', 'exam oriented']"
7,"Littly Front Open Kids Thermal Top & Pyjama Set for Baby Boys & Baby Girls, Pack of 3 (White) Stock up your little ones wardrobe with Littly Baby Thermal Set to give your kid an extra warm layer this winter. This set of Littly full sleeve thermal vest and legging are made from soft fabric which will keep your little one warm and cozy. The high quality fabric provides extra comfort and the front open thermal vest ensures fuss free dressing. Littly Baby Thermal Set comes in multiple colors and multiple sizes. Note: Actual product may slightly vary in terms of color /design and will be shipped based on availability.","['baby thermal', 'thermal vest', 'clothes']"
-1,"Rupa Jon Boys' Cotton Vest (Pack of 5) And they are usually found in a pair of Jon innerwear. That’s because Jon is a good play of quality and affordability. Special stitching is used on 100% fine cotton. The result? Total comfort and total durability. Thoughtfully designed with a double-pouch, and imported rubber elastic (in drawers) Jon is a product par excellence. The Jon range includes Jon vests, Jon drawers, Aishwarya panties, slips and kids’ innerwear (vests, briefs and drawers).","['bag', 'bean bag', 'cotton']"
-1,Office Chair Mat for Hardwood Floors 36 x 48 - Floor Mats for Desk Chairs Office Chair Mat for Hardwood Floors 36 x 48 - Floor Mats for Desk Chairs,"['bag', 'bean bag', 'cotton']"
7,EIO® New Born Baby Multi-Color Long Sleeve Cotton Sleep Suit Romper for Boys and Girls Set of 3 Stylish 3Pcs Romper Suits from the house of Mini Berry Cute print on solid colour makes it attractive and stylish. The soft 100% cotton snap buttons easy wear and proper fit. Kids will be comfortable in these cute color and cartoon print for all day long.,"['baby thermal', 'thermal vest', 'clothes']"
11,TheShoppingDiary Lace Butterfly Underwear TheShoppingDiary Lace Butterfly underwear,"['lace bra', 'lingerie set', 'lingerie']"
2,"General Knowledge 2019 About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.","['designed exam', 'professionals arihant', 'exam oriented']"
3,"FurniFuture Familia Cane Furniture Outdoor Patio Sofa Set with Cushions - (Golden Brown) Designed And Manufactured In India By High Skilled Designers, High Quality Durable Materials Used To Manufacture This Piece Of Art. Highly Durable And Resistance To Any Kind Of Weather Conditions Give It A Unique Proposition Over Other Product Available In The Market. The Cane Is Manufactured With Hdpe (High Density Polymer) Material Which Is Of High Quality And Comes With Uv Protection Which Protects The Furniture Even In Intense Sun Heat. Typical Garden Furniture Which Is Available Online And Other Offline Markets Does Not Have Uv Protection Which Makes The Life Of The Product Very Short And Results In Hardening And Breakage Of Cane.","['furniture', 'sheesham wood', 'table chair']"
-1,"Streetkart Women's & Girl's Traditional Kutchi Art Work Sling Bag/Fashionable Sling Bag for Women/Stylish Polyester Sling Bag for Casual & Formal Wear Give you new look by carry this Hand-crafted embroidered Sling Bag from the house of Streetkart .This handbag are specially design by Artisans from kutchh .This is one of the most stylish and popular design of Sling Bag, suitable for both young girls and women. Stylish Sling perfect for parties and clubbing, or for casual daily use.This Bag Is Great Choice To Keep For All Girls And Women, It Makes A Fashion Statement And Provide A Fancy Space To Keep All Your Daily Essential.FEATURES :- The styling and warm colour reflects the latest season's trends.The Straps Facilitate An Effortless Portability.♥ This Sling bag Will Go Well With Formals And Casuals As Well. It brings you more casual or party feel and happy to carry it all the time.It comes with Stylish Solid Pattern A fashion bag full of personality, convenient for you to hold cash, coin, keys, Cellphone, cards .Perfect for all ages. Care Instructions: Do not expose to extreme heat and wipe with damp cloth .","['bag', 'bean bag', 'cotton']"
7,"Klamotten Women's Baby Doll (Pack of 2) Klamotten women nightwear. Free size. Soft and comfortable fabric. Gentle cold water wash. Fits best upto 38"" bust size.","['baby thermal', 'thermal vest', 'clothes']"
